id_user,date,hours,id_item,price,qty
17850,2010/12/01,09:02,21071,1.06,6
17850,2010/12/01,09:02,21068,1.06,6
17850,2010/12/01,09:02,82483,4.95,2
17850,2010/12/01,09:02,82486,6.95,4
17850,2010/12/01,09:02,82482,2.1,6
17850,2010/12/01,09:02,82494L,2.55,6
17850,2010/12/01,09:02,84029G,3.39,6
17850,2010/12/01,09:02,84029E,3.39,6
17850,2010/12/01,09:02,22752,7.65,2
17850,2010/12/01,09:02,21730,4.25,6
15100,2010/12/01,09:09,21258,10.95,32
17850,2010/12/01,09:32,85123A,2.55,6
17850,2010/12/01,09:32,71053,3.39,6
17850,2010/12/01,09:32,84406B,2.75,8
17850,2010/12/01,09:32,20679,4.95,6
17850,2010/12/01,09:32,37370,1.06,6
17850,2010/12/01,09:32,21871,1.06,6
17850,2010/12/01,09:32,21071,1.06,6
17850,2010/12/01,09:32,21068,1.06,6
17850,2010/12/01,09:32,82483,4.95,2
17850,2010/12/01,09:32,82486,6.95,4
17850,2010/12/01,09:32,82482,2.1,6
17850,2010/12/01,09:32,82494L,2.55,6
17850,2010/12/01,09:32,84029G,3.39,6
17850,2010/12/01,09:32,84029E,3.39,6
17850,2010/12/01,09:32,22752,7.65,2
17850,2010/12/01,09:32,21730,4.25,6
15291,2010/12/01,09:32,22114,3.45,48
15291,2010/12/01,09:32,21733,2.55,64
17850,2010/12/01,09:34,22632,1.85,6
17850,2010/12/01,09:34,22633,1.85,6
14688,2010/12/01,09:37,22386,1.95,10
14688,2010/12/01,09:37,85099C,1.95,10
14688,2010/12/01,09:37,21033,2.95,10
14688,2010/12/01,09:37,20723,0.85,10
14688,2010/12/01,09:37,84997B,3.75,12
14688,2010/12/01,09:37,84997C,3.75,6
14688,2010/12/01,09:37,21094,0.85,12
14688,2010/12/01,09:37,20725,1.65,10
14688,2010/12/01,09:37,21559,2.55,6
14688,2010/12/01,09:37,22352,2.55,6
14688,2010/12/01,09:37,21212,0.42,120
14688,2010/12/01,09:37,21975,0.55,24
14688,2010/12/01,09:37,21977,0.55,24
14688,2010/12/01,09:37,84991,0.55,24
14688,2010/12/01,09:37,84519A,2.95,6
14688,2010/12/01,09:37,85183B,1.25,48
14688,2010/12/01,09:37,85071B,0.38,96
14688,2010/12/01,09:37,21931,1.95,10
14688,2010/12/01,09:37,21929,1.95,10
17809,2010/12/01,09:41,22961,1.45,24
16098,2010/12/01,09:45,10002,0.85,12
16098,2010/12/01,09:45,21912,3.75,8
16098,2010/12/01,09:45,21832,1.65,12
16098,2010/12/01,09:45,22411,1.95,10
16098,2010/12/01,09:45,22379,2.1,10
16098,2010/12/01,09:45,22381,1.85,50
16098,2010/12/01,09:45,22798,2.95,8
16098,2010/12/01,09:45,22726,3.75,4
16098,2010/12/01,09:45,22926,5.95,12
16098,2010/12/01,09:45,22839,14.95,2
16098,2010/12/01,09:45,22838,14.95,2
16098,2010/12/01,09:45,22783,16.95,4
18074,2010/12/01,09:53,82484,6.45,3
18074,2010/12/01,09:53,84755,0.65,48
18074,2010/12/01,09:53,22464,1.65,12
18074,2010/12/01,09:53,21324,2.95,6
18074,2010/12/01,09:53,22457,2.95,12
18074,2010/12/01,09:53,22469,1.45,40
18074,2010/12/01,09:53,22470,2.55,40
18074,2010/12/01,09:53,22224,2.95,6
18074,2010/12/01,09:53,21340,12.75,2
18074,2010/12/01,09:53,22189,3.95,4
18074,2010/12/01,09:53,22427,5.95,3
18074,2010/12/01,09:53,22428,6.95,6
18074,2010/12/01,09:53,22424,10.95,8
17420,2010/12/01,09:56,22783,19.95,1
17420,2010/12/01,09:56,22961,1.45,12
17420,2010/12/01,09:56,22960,4.25,6
17420,2010/12/01,09:56,22663,1.95,10
17420,2010/12/01,09:56,85049A,1.25,12
17420,2010/12/01,09:56,22168,8.5,2
17420,2010/12/01,09:56,22662,1.65,10
16029,2010/12/01,09:57,84880,4.95,36
16029,2010/12/01,09:57,85099C,1.65,100
16029,2010/12/01,09:57,85099B,1.65,100
16029,2010/12/01,09:58,79321,3.82,192
16029,2010/12/01,09:58,22780,3.37,192
16029,2010/12/01,09:58,22779,3.37,192
16029,2010/12/01,09:58,22466,1.45,432
16029,2010/12/01,09:58,21731,1.25,432
16250,2010/12/01,09:59,21754,5.95,3
16250,2010/12/01,09:59,21755,5.95,3
16250,2010/12/01,09:59,21523,7.95,2
16250,2010/12/01,09:59,21363,4.95,3
16250,2010/12/01,09:59,21411,4.25,3
16250,2010/12/01,09:59,22318,2.95,6
16250,2010/12/01,09:59,22464,1.65,12
16250,2010/12/01,09:59,22915,0.42,12
16250,2010/12/01,09:59,22922,0.85,12
16250,2010/12/01,09:59,22969,1.45,12
16250,2010/12/01,09:59,22923,0.85,12
16250,2010/12/01,09:59,21115,6.75,4
16250,2010/12/01,09:59,22469,1.65,12
16250,2010/12/01,09:59,22242,1.65,12
12431,2010/12/01,10:03,22941,8.5,6
12431,2010/12/01,10:03,21622,4.95,8
12431,2010/12/01,10:03,21791,1.25,12
12431,2010/12/01,10:03,35004C,5.45,6
12431,2010/12/01,10:03,35004G,6.35,4
12431,2010/12/01,10:03,85014B,5.95,6
12431,2010/12/01,10:03,85014A,5.95,3
12431,2010/12/01,10:03,22193,8.5,2
12431,2010/12/01,10:03,22726,3.75,4
12431,2010/12/01,10:03,22727,3.75,4
12431,2010/12/01,10:03,22192,8.5,2
12431,2010/12/01,10:03,22191,8.5,2
12431,2010/12/01,10:03,22195,1.65,24
12431,2010/12/01,10:03,22196,0.85,24
13705,2010/12/01,10:29,22150,1.95,6
13705,2010/12/01,10:29,22619,3.75,4
13705,2010/12/01,10:29,21891,1.25,12
13705,2010/12/01,10:29,21889,1.25,12
13705,2010/12/01,10:29,22827,165.0,1
13705,2010/12/01,10:29,22127,1.25,12
13705,2010/12/01,10:29,22128,1.25,12
13705,2010/12/01,10:29,22502,5.95,4
13705,2010/12/01,10:29,84879,1.69,16
13705,2010/12/01,10:29,22338,0.65,24
13767,2010/12/01,10:47,22188,3.95,8
13767,2010/12/01,10:47,84879,1.69,32
13767,2010/12/01,10:47,21977,0.55,24
13767,2010/12/01,10:47,84991,0.55,24
13767,2010/12/01,10:47,21212,0.55,24
13767,2010/12/01,10:47,21484,3.45,8
13767,2010/12/01,10:47,21314,2.1,8
13767,2010/12/01,10:47,22730,3.75,4
13767,2010/12/01,10:47,22727,3.75,8
13767,2010/12/01,10:47,22729,3.75,8
13767,2010/12/01,10:47,22726,3.75,8
13767,2010/12/01,10:47,22114,3.95,8
13767,2010/12/01,10:47,22867,2.1,48
13767,2010/12/01,10:47,22866,2.1,48
17850,2010/12/01,10:51,85123A,2.55,6
17850,2010/12/01,10:51,71053,3.39,6
17850,2010/12/01,10:51,84406B,2.75,8
17850,2010/12/01,10:51,15056BL,4.95,6
17850,2010/12/01,10:51,20679,4.95,6
17850,2010/12/01,10:51,37370,1.06,6
17850,2010/12/01,10:51,21871,1.06,6
17850,2010/12/01,10:51,21071,1.06,6
17850,2010/12/01,10:51,21068,1.06,6
17850,2010/12/01,10:51,82483,4.95,2
17850,2010/12/01,10:51,82486,6.95,4
17850,2010/12/01,10:51,82482,2.1,6
17850,2010/12/01,10:51,82494L,2.55,12
17850,2010/12/01,10:51,84029G,3.39,6
17850,2010/12/01,10:51,84029E,3.39,6
17850,2010/12/01,10:51,22752,7.65,2
17850,2010/12/01,10:51,22803,35.75,2
17850,2010/12/01,10:51,21730,4.25,6
17924,2010/12/01,10:51,35004B,4.65,12
17924,2010/12/01,10:51,35004C,4.65,48
13448,2010/12/01,10:52,21980,0.29,24
13448,2010/12/01,10:52,21844,2.95,6
13448,2010/12/01,10:52,22468,6.75,4
13448,2010/12/01,10:52,22637,2.55,8
13448,2010/12/01,10:52,22752,8.5,6
13448,2010/12/01,10:52,48185,7.95,2
13448,2010/12/01,10:52,22632,2.1,12
13448,2010/12/01,10:52,22866,2.1,12
13448,2010/12/01,10:52,22865,2.1,12
13448,2010/12/01,10:52,21232,1.25,12
13448,2010/12/01,10:52,22064,1.65,12
13448,2010/12/01,10:52,22449,3.35,6
13448,2010/12/01,10:52,22114,3.95,4
13448,2010/12/01,10:52,22835,4.65,8
13448,2010/12/01,10:52,22112,4.95,9
13448,2010/12/01,10:52,21479,3.75,4
13448,2010/12/01,10:52,22111,4.95,9
17850,2010/12/01,10:52,22632,1.85,6
17850,2010/12/01,10:52,22633,1.85,6
13448,2010/12/01,10:53,22969,1.45,12
15862,2010/12/01,11:21,22110,2.55,1
15862,2010/12/01,11:21,22098,1.25,1
15862,2010/12/01,11:21,22100,1.25,2
15862,2010/12/01,11:21,22766,2.95,1
15862,2010/12/01,11:21,22451,3.35,1
15862,2010/12/01,11:21,22549,1.45,1
15862,2010/12/01,11:21,84744,1.25,1
15862,2010/12/01,11:21,85049E,1.25,2
15862,2010/12/01,11:21,21328,1.65,1
15862,2010/12/01,11:21,22961,1.45,4
15862,2010/12/01,11:21,17091A,1.25,1
15862,2010/12/01,11:21,22473,4.95,1
15862,2010/12/01,11:21,84509A,3.75,2
15862,2010/12/01,11:21,84510A,1.25,2
15862,2010/12/01,11:21,22767,9.95,2
15862,2010/12/01,11:21,22768,9.95,1
15862,2010/12/01,11:21,21463,5.95,1
15862,2010/12/01,11:21,21464,4.25,1
15862,2010/12/01,11:21,20820,4.95,3
15862,2010/12/01,11:21,85150,2.55,1
15862,2010/12/01,11:21,22117,2.95,1
15862,2010/12/01,11:21,21169,1.69,2
15862,2010/12/01,11:21,48129,7.95,1
15862,2010/12/01,11:21,82580,0.55,1
15862,2010/12/01,11:21,82578,0.55,1
15862,2010/12/01,11:21,82581,0.55,2
15862,2010/12/01,11:21,22413,2.95,4
15862,2010/12/01,11:21,21907,2.1,2
15862,2010/12/01,11:21,22441,2.1,1
15862,2010/12/01,11:21,21122,1.25,1
15862,2010/12/01,11:21,22851,0.85,1
15862,2010/12/01,11:21,84991,0.55,3
15862,2010/12/01,11:21,22810,2.95,1
15862,2010/12/01,11:21,22809,2.95,1
15862,2010/12/01,11:21,22435,1.25,2
15862,2010/12/01,11:21,20966,1.25,3
15862,2010/12/01,11:21,20963,1.25,1
15862,2010/12/01,11:21,20961,1.25,1
15862,2010/12/01,11:21,22068,1.65,2
15862,2010/12/01,11:21,21743,2.95,2
15862,2010/12/01,11:21,21744,2.95,2
15862,2010/12/01,11:21,84709B,5.95,1
15862,2010/12/01,11:21,21592,1.25,1
15862,2010/12/01,11:21,21587,2.55,2
15862,2010/12/01,11:21,20992,0.85,9
15862,2010/12/01,11:21,22662,1.65,1
15862,2010/12/01,11:21,85123A,2.95,4
15862,2010/12/01,11:21,22804,2.95,3
15862,2010/12/01,11:21,82483,5.95,1
15862,2010/12/01,11:21,20749,7.95,1
15862,2010/12/01,11:21,20725,1.65,1
15862,2010/12/01,11:21,22382,1.65,2
15862,2010/12/01,11:21,20726,1.65,1
15862,2010/12/01,11:21,22384,1.65,1
15862,2010/12/01,11:21,22467,2.55,5
15862,2010/12/01,11:21,84625C,2.95,3
15862,2010/12/01,11:21,84625A,2.95,3
15862,2010/12/01,11:21,21108,2.55,9
15862,2010/12/01,11:21,22848,16.95,1
15862,2010/12/01,11:21,21033,2.95,4
15862,2010/12/01,11:21,47570B,10.65,1
15862,2010/12/01,11:21,84030E,4.25,1
15862,2010/12/01,11:21,22428,6.95,2
15862,2010/12/01,11:21,22502,5.95,2
15513,2010/12/01,11:22,22086,2.55,40
15513,2010/12/01,11:22,22910,2.55,40
15513,2010/12/01,11:22,22837,4.25,36
16218,2010/12/01,11:29,22297,1.25,24
16218,2010/12/01,11:29,22771,1.25,12
16218,2010/12/01,11:29,22772,1.25,12
16218,2010/12/01,11:29,22773,1.25,12
16218,2010/12/01,11:29,22805,1.25,12
16218,2010/12/01,11:29,22469,1.65,12
16218,2010/12/01,11:29,22197,0.85,36
16218,2010/12/01,11:29,21125,1.25,12
16218,2010/12/01,11:29,21126,1.25,12
16218,2010/12/01,11:29,85049C,1.25,12
16218,2010/12/01,11:29,85049D,1.25,12
16218,2010/12/01,11:29,85049E,1.25,12
16218,2010/12/01,11:29,85049G,1.25,12
16218,2010/12/01,11:29,21061,0.85,12
16218,2010/12/01,11:29,21063,0.85,12
16218,2010/12/01,11:29,21062,0.85,12
16218,2010/12/01,11:29,84380,1.25,12
16218,2010/12/01,11:29,84378,1.25,12
16218,2010/12/01,11:29,22964,2.1,12
16218,2010/12/01,11:29,21213,0.55,24
16218,2010/12/01,11:29,22417,0.55,24
16218,2010/12/01,11:29,21212,0.55,24
16218,2010/12/01,11:29,84992,0.55,24
16218,2010/12/01,11:29,21975,0.55,24
16218,2010/12/01,11:29,22383,1.65,10
16218,2010/12/01,11:29,20728,1.65,10
16218,2010/12/01,11:29,20727,1.65,10
16218,2010/12/01,11:29,22296,1.65,24
14045,2010/12/01,11:32,20914,2.55,128
17850,2010/12/01,11:33,85123A,2.55,8
17850,2010/12/01,11:33,71053,3.39,8
17850,2010/12/01,11:33,84406B,2.75,8
17850,2010/12/01,11:33,20679,4.95,6
17850,2010/12/01,11:33,37370,1.06,6
17850,2010/12/01,11:33,21871,1.06,6
17850,2010/12/01,11:33,21071,1.06,6
17850,2010/12/01,11:33,21068,1.06,6
17850,2010/12/01,11:33,82483,4.95,4
17850,2010/12/01,11:33,82486,6.95,4
17850,2010/12/01,11:33,82482,2.1,6
17850,2010/12/01,11:33,82494L,2.55,6
17850,2010/12/01,11:33,84029G,3.39,6
17850,2010/12/01,11:33,84029E,3.39,6
17850,2010/12/01,11:33,22752,7.65,2
17850,2010/12/01,11:33,22803,35.75,2
17850,2010/12/01,11:33,21730,4.25,6
17850,2010/12/01,11:34,22632,1.85,6
17850,2010/12/01,11:34,22633,1.85,6
14307,2010/12/01,11:41,22537,0.42,24
14307,2010/12/01,11:41,22533,0.42,24
14307,2010/12/01,11:41,20982,0.85,12
14307,2010/12/01,11:41,21832,1.65,12
14307,2010/12/01,11:41,21915,1.25,12
14307,2010/12/01,11:41,21914,1.25,12
14307,2010/12/01,11:41,21544,0.85,12
14307,2010/12/01,11:41,22813,1.95,12
14307,2010/12/01,11:41,22114,3.95,4
14307,2010/12/01,11:41,84029E,3.75,4
14307,2010/12/01,11:41,21479,3.75,4
14307,2010/12/01,11:41,22964,2.1,6
14307,2010/12/01,11:41,84375,2.1,12
14307,2010/12/01,11:41,22418,0.85,24
14307,2010/12/01,11:41,22178,1.25,12
14307,2010/12/01,11:41,84970L,0.95,12
14307,2010/12/01,11:41,21733,2.95,6
14307,2010/12/01,11:41,22465,1.65,12
14307,2010/12/01,11:41,84949,1.65,6
14307,2010/12/01,11:41,20685,7.95,2
14307,2010/12/01,11:41,48194,7.95,2
14307,2010/12/01,11:41,22488,1.65,12
14307,2010/12/01,11:41,22219,0.85,12
14307,2010/12/01,11:41,84879,1.69,8
14307,2010/12/01,11:41,21754,5.95,3
14307,2010/12/01,11:41,21755,5.95,3
14307,2010/12/01,11:41,22766,2.95,8
14307,2010/12/01,11:41,22610,0.85,36
14307,2010/12/01,11:41,22716,0.42,12
14307,2010/12/01,11:41,22706,0.42,25
14307,2010/12/01,11:41,22371,4.25,4
14307,2010/12/01,11:41,85014B,5.95,3
14307,2010/12/01,11:41,85014A,5.95,3
14307,2010/12/01,11:41,84997B,3.75,6
14307,2010/12/01,11:41,21212,0.55,24
14307,2010/12/01,11:41,21210,1.45,12
14307,2010/12/01,11:41,22914,4.95,3
14307,2010/12/01,11:41,22553,1.65,12
14307,2010/12/01,11:41,16237,0.21,30
14307,2010/12/01,11:41,22714,0.42,12
14307,2010/12/01,11:41,22812,1.95,12
14307,2010/12/01,11:41,84347,2.55,6
14307,2010/12/01,11:41,21587,2.55,12
14307,2010/12/01,11:41,22736,1.65,10
14307,2010/12/01,11:41,22492,0.65,36
14307,2010/12/01,11:41,22620,1.25,12
14307,2010/12/01,11:41,22619,3.75,4
14307,2010/12/01,11:41,21705,1.65,12
17908,2010/12/01,11:45,90199C,6.35,3
17908,2010/12/01,11:45,21479,3.75,1
17908,2010/12/01,11:45,22111,4.95,1
17908,2010/12/01,11:45,22785,6.75,1
17908,2010/12/01,11:45,22975,1.25,1
17908,2010/12/01,11:45,22972,1.65,1
17908,2010/12/01,11:45,22866,2.1,1
17908,2010/12/01,11:45,22568,3.75,1
17908,2010/12/01,11:45,85116,2.1,1
17908,2010/12/01,11:45,22664,2.1,1
17908,2010/12/01,11:45,21609,2.95,1
17908,2010/12/01,11:45,21866,1.25,1
17908,2010/12/01,11:45,20669,1.25,1
17908,2010/12/01,11:45,90129F,2.95,1
17908,2010/12/01,11:45,90210B,2.95,1
17908,2010/12/01,11:45,90199C,6.35,1
17908,2010/12/01,11:45,21955,7.95,1
17908,2010/12/01,11:45,72802C,4.25,1
17908,2010/12/01,11:45,22109,3.75,1
17908,2010/12/01,11:45,85116,2.1,5
17908,2010/12/01,11:45,22531,0.42,1
17908,2010/12/01,11:45,21811,1.25,1
17908,2010/12/01,11:45,22183,6.75,1
17908,2010/12/01,11:45,21678,0.85,6
17908,2010/12/01,11:45,21676,0.85,6
17908,2010/12/01,11:45,84625A,2.95,1
17908,2010/12/01,11:45,84625C,2.95,3
17908,2010/12/01,11:45,21931,1.95,2
17908,2010/12/01,11:45,85169B,1.25,12
17908,2010/12/01,11:45,16238,0.21,28
17908,2010/12/01,11:45,20668,0.12,24
17908,2010/12/01,11:45,84906,5.95,1
17908,2010/12/01,11:45,21867,1.25,1
17908,2010/12/01,11:45,22075,1.65,1
17908,2010/12/01,11:45,21866,1.25,1
17908,2010/12/01,11:45,21326,0.65,12
17908,2010/12/01,11:45,21065,5.95,1
17908,2010/12/01,11:45,22074,1.65,1
17908,2010/12/01,11:45,22900,2.95,1
17908,2010/12/01,11:45,20713,1.95,1
17908,2010/12/01,11:45,20966,1.25,2
17908,2010/12/01,11:45,21116,4.95,1
17908,2010/12/01,11:45,90199C,6.35,2
17908,2010/12/01,11:45,22633,2.1,1
17908,2010/12/01,11:45,22866,2.1,1
17908,2010/12/01,11:45,22198,1.65,1
17908,2010/12/01,11:45,21824,1.45,3
17908,2010/12/01,11:45,21823,1.45,3
17908,2010/12/01,11:45,22153,0.42,6
17908,2010/12/01,11:45,22197,0.85,2
17908,2010/12/01,11:45,85099B,1.95,2
17908,2010/12/01,11:45,85099F,1.95,1
17908,2010/12/01,11:45,20717,1.25,1
17908,2010/12/01,11:45,20723,0.85,1
17908,2010/12/01,11:45,22900,2.95,1
17908,2010/12/01,11:45,21980,0.29,12
17908,2010/12/01,11:45,22111,4.95,1
17908,2010/12/01,11:45,22112,4.95,1
12838,2010/12/01,11:57,22952,0.55,10
12838,2010/12/01,11:57,22910,2.95,5
12838,2010/12/01,11:57,22739,1.65,3
12838,2010/12/01,11:57,22738,1.65,3
12838,2010/12/01,11:57,22736,1.65,3
12838,2010/12/01,11:57,22909,0.85,5
12838,2010/12/01,11:57,35591T,1.25,2
12838,2010/12/01,11:57,22186,2.95,5
12838,2010/12/01,11:57,22695,1.45,3
12838,2010/12/01,11:57,22470,2.95,1
12838,2010/12/01,11:57,22580,5.95,1
12838,2010/12/01,11:57,22469,1.65,5
12838,2010/12/01,11:57,22147,1.45,4
12838,2010/12/01,11:57,22130,0.85,6
12838,2010/12/01,11:57,21791,1.25,3
12838,2010/12/01,11:57,22694,2.1,5
12838,2010/12/01,11:57,21790,0.85,3
12838,2010/12/01,11:57,22149,2.1,4
12838,2010/12/01,11:57,22900,2.95,3
12838,2010/12/01,11:57,22961,1.45,3
12838,2010/12/01,11:57,22321,0.85,12
12838,2010/12/01,11:57,22594,0.85,5
12838,2010/12/01,11:57,22593,0.85,4
12838,2010/12/01,11:57,22595,0.85,6
12838,2010/12/01,11:57,21986,0.29,12
12838,2010/12/01,11:57,22750,3.75,2
12838,2010/12/01,11:57,22616,0.29,12
12838,2010/12/01,11:57,22775,1.25,1
12838,2010/12/01,11:57,22899,2.1,2
12838,2010/12/01,11:57,22367,1.95,3
12838,2010/12/01,11:57,22942,8.5,3
12838,2010/12/01,11:57,22941,8.5,3
12838,2010/12/01,11:57,22086,2.95,6
12838,2010/12/01,11:57,22940,4.25,2
12838,2010/12/01,11:57,21212,0.55,2
12838,2010/12/01,11:57,21976,0.55,2
12838,2010/12/01,11:57,22951,0.55,2
12838,2010/12/01,11:57,21977,0.55,3
12838,2010/12/01,11:57,22834,2.1,3
12838,2010/12/01,11:57,22867,2.1,3
12838,2010/12/01,11:57,22865,2.1,3
12838,2010/12/01,11:57,22632,2.1,3
12838,2010/12/01,11:57,21916,0.42,2
12838,2010/12/01,11:57,22587,0.85,4
12838,2010/12/01,11:57,22566,0.85,3
12838,2010/12/01,11:57,22565,0.85,3
12838,2010/12/01,11:57,22472,4.95,2
12838,2010/12/01,11:57,22557,1.65,3
12838,2010/12/01,11:57,22551,1.65,3
12838,2010/12/01,11:57,22554,1.65,3
12838,2010/12/01,11:57,22534,0.42,3
12838,2010/12/01,11:57,22531,0.42,3
12838,2010/12/01,11:57,22529,0.42,3
12838,2010/12/01,11:57,22530,0.42,3
12838,2010/12/01,11:57,84032B,2.95,3
12838,2010/12/01,11:57,22837,4.65,3
12838,2010/12/01,11:57,85049H,1.25,2
12838,2010/12/01,11:57,22749,3.75,2
12838,2010/12/01,11:57,22807,2.95,12
13255,2010/12/01,11:58,21494,1.25,12
13255,2010/12/01,11:58,21915,1.25,72
13255,2010/12/01,11:58,22938,1.95,12
13255,2010/12/01,11:58,22768,9.95,4
13255,2010/12/01,11:58,22767,9.95,4
13255,2010/12/01,11:58,82494L,2.95,6
16583,2010/12/01,12:03,21889,1.25,12
16583,2010/12/01,12:03,21892,1.25,12
16583,2010/12/01,12:03,21891,1.25,12
16583,2010/12/01,12:03,21890,2.95,6
16583,2010/12/01,12:03,21718,1.25,12
16583,2010/12/01,12:03,21716,2.55,8
16583,2010/12/01,12:03,21715,2.55,8
16583,2010/12/01,12:03,22113,3.75,4
16583,2010/12/01,12:03,22111,4.95,3
16583,2010/12/01,12:03,22110,2.55,6
16583,2010/12/01,12:03,22358,2.95,6
16583,2010/12/01,12:03,22357,4.25,4
16583,2010/12/01,12:03,22115,2.95,6
16583,2010/12/01,12:03,22969,1.45,12
18085,2010/12/01,12:08,22619,3.75,4
18085,2010/12/01,12:08,21481,2.95,6
18085,2010/12/01,12:08,22632,2.1,12
18085,2010/12/01,12:08,22837,4.65,8
18085,2010/12/01,12:08,21479,3.75,8
18085,2010/12/01,12:08,21485,4.95,8
18085,2010/12/01,12:08,84029E,3.75,8
18085,2010/12/01,12:08,22111,4.95,16
18085,2010/12/01,12:08,22113,3.75,8
13758,2010/12/01,12:08,22837,4.65,8
13758,2010/12/01,12:08,22585,1.25,12
13758,2010/12/01,12:08,79321,4.95,8
13758,2010/12/01,12:08,22637,2.55,12
13758,2010/12/01,12:08,21556,2.55,6
13758,2010/12/01,12:08,22646,1.45,12
13758,2010/12/01,12:08,22644,1.45,12
13758,2010/12/01,12:08,22645,1.45,12
13758,2010/12/01,12:08,22650,1.45,12
13758,2010/12/01,12:08,22508,3.75,8
13758,2010/12/01,12:08,21411,4.25,3
13758,2010/12/01,12:08,22511,3.75,4
13758,2010/12/01,12:08,22451,3.35,6
13758,2010/12/01,12:08,22449,3.35,6
13758,2010/12/01,12:08,22768,9.95,2
13758,2010/12/01,12:08,22829,9.95,2
13758,2010/12/01,12:08,22961,1.45,12
15983,2010/12/01,12:15,85172,0.42,32
15983,2010/12/01,12:15,22142,1.45,2
15983,2010/12/01,12:15,22144,2.1,2
15983,2010/12/01,12:15,21591,1.25,6
15983,2010/12/01,12:15,22480,1.25,12
15983,2010/12/01,12:15,22294,1.25,48
15983,2010/12/01,12:15,21156,1.95,1
15983,2010/12/01,12:15,10133,0.85,5
15983,2010/12/01,12:15,72800E,2.55,6
15983,2010/12/01,12:15,22294,1.25,24
15983,2010/12/01,12:15,84836,1.25,12
15983,2010/12/01,12:15,20774,1.65,2
15983,2010/12/01,12:15,20773,1.65,2
15983,2010/12/01,12:15,20777,1.65,2
15983,2010/12/01,12:15,16016,0.85,10
15983,2010/12/01,12:15,16014,0.42,10
15983,2010/12/01,12:15,21890,2.95,2
15983,2010/12/01,12:15,21891,1.25,2
15983,2010/12/01,12:15,22619,3.75,8
15983,2010/12/01,12:15,22620,1.25,6
15983,2010/12/01,12:15,84347,2.55,12
15983,2010/12/01,12:15,85169B,1.25,24
15983,2010/12/01,12:15,21156,1.95,3
15983,2010/12/01,12:15,21651,1.65,6
15983,2010/12/01,12:15,21651,1.65,6
15983,2010/12/01,12:15,84625C,2.95,10
15983,2010/12/01,12:15,22618,9.95,2
15983,2010/12/01,12:15,21586,2.55,4
15983,2010/12/01,12:15,21587,2.55,4
15983,2010/12/01,12:15,22152,0.42,24
15983,2010/12/01,12:15,85172,0.42,16
15983,2010/12/01,12:15,84754,1.25,24
14849,2010/12/01,12:22,22670,1.25,12
14849,2010/12/01,12:22,21586,2.55,12
14849,2010/12/01,12:22,84992,0.55,24
14849,2010/12/01,12:22,84879,1.69,24
14849,2010/12/01,12:22,84849B,1.69,12
14849,2010/12/01,12:22,22927,5.95,2
14849,2010/12/01,12:22,22926,5.95,4
